ap_position,can1errors,can2errors,can3errors,can4errors,can5errors,can6errors,can7errors,can8errors,can9errors,klemme15_ze_94_v,klemme15_ze_a1_9_v,klemme30_ze_90_2_v,buslast_can10_percentage,buslast_can11_percentage,buslast_can12_percentage,buslast_can13_percentage,buslast_can14_percentage,buslast_can15_percentage,buslast_can16_percentage,buslast_can17_percentage,can17busload_percentage,buslast_can18_percentage,can18busload_percentage,buslast_can19_percentage,can19busload_percentage,buslast_can1_percentage,buslast_can20_percentage,buslast_can21_percentage,buslast_can22_percentage,buslast_can25_percentage,buslast_can26_percentage,buslast_can2_percentage,buslast_can3_percentage,buslast_can4_percentage,buslast_can5_percentage,buslast_can6_percentage,buslast_can7_percentage,buslast_can8_percentage,buslast_can9_percentage,current_gear,gps_geschwindigkeit_kmh,data1f_counter,edc_version,engine_speed2_ms,engine_torque2_nm,i_ambientairtemperature_basis_gradc,kilometerstand_m,kilometerstand_tkm,t_tot_veh_dist_tkm,lv_distance_tsd_tkm,loggermbsfree_mbyte,m_enginecoolanttemphr_base_gradc,mt_elekt_generatorleistung_frigo_w,mt_gps_velocity_kmh,mt_ptc_hv_heizmedium_sensor_2_gradc,mt_ptc_hv_i_ist_a,pe_aircompressor_act_motortemp_gradc,pe_aircompressor_act_power_kw,pe_aircompressor_act_torque_nm,pe_aircompressor_act_speed_rpm,pe_chiller_act_power_kw,pe_chiller_act_torque_nm,pe_chiller_act_speed_rpm,pe_dcu_act_dcbuspower_kw,pe_hvlm_stecker_status,pe_highpowercurrent_a,pe_highpowervoltage_v,pe_motorspeed_rpm,pe_motortorqueestimated_nm,pe_nlg_accurrmaxcp_master_a,pe_nlg_accurrmaxpp_master,pe_psu_act_current_a,pe_psu_act_dcbuspower_kw,pe_psu_act_power_kw,pe_psu_act_temperature_gradc,pe_psu_act_voltage_v,pe_steeringpump_act_motortemp_gradc,pe_steeringpump_act_power_kw,pe_steeringpump_act_torque_nm,pe_steeringpump_act_speed_rpm,pe_s_iistplc_a,pe_s_isollplc_a,park_break_switch_obd,post_triggerclock,spn_view,t1_bms2_energieinhalt_wh,t1_bms2_istspannung_v,t1_bms2_iststrom_a,t1_bms2_socscaled_percentage,t1_bms2_spn,t1_bms2_temperatur_gradc,t1_bms3_energieinhalt_wh,t1_bms3_istspannung_v,t1_bms3_iststrom_a,t1_bms3_socscaled_percentage,t1_bms3_spn,t1_bms3_temperatur_gradc,t1_bms4_energieinhalt_wh,t1_bms4_istspannung_v,t1_bms4_iststrom_a,t1_bms4_socscaled_percentage,t1_bms4_spn,t1_bms4_temperatur_gradc,t1_bms5_energieinhalt_wh,t1_bms5_istspannung_v,t1_bms5_iststrom_a,t1_bms5_socscaled_percentage,t1_bms5_spn,t1_bms5_temperatur_gradc,t1_bms6_energieinhalt_wh,t1_bms6_istspannung_v,t1_bms6_iststrom_a,t1_bms6_socscaled_percentage,t1_bms6_spn,t1_bms6_temperatur_gradc,t1_bms7_energieinhalt_wh,t1_bms7_istspannung_v,t1_bms7_iststrom_a,t1_bms7_socscaled_percentage,t1_bms7_spn,t1_bms7_temperatur_gradc,t2_bms2_energieinhalt_wh,t2_bms2_istspannung_v,t2_bms2_iststrom_a,t2_bms2_socscaled_percentage,t2_bms2_spn,t2_bms2_temperatur_gradc,t2_bms3_energieinhalt_wh,t2_bms3_istspannung_v,t2_bms3_iststrom_a,t2_bms3_socscaled_percentage,t2_bms3_spn,t2_bms3_temperatur_gradc,t2_bms4_energieinhalt_wh,t2_bms4_istspannung_v,t2_bms4_iststrom_a,t2_bms4_socscaled_percentage,t2_bms4_spn,t2_bms4_temperatur_gradc,t2_bms5_energieinhalt_wh,t2_bms5_istspannung_v,t2_bms5_iststrom_a,t2_bms5_socscaled_percentage,t2_bms5_spn,t2_bms5_temperatur_gradc,t2_bms6_energieinhalt_wh,t2_bms6_istspannung_v,t2_bms6_iststrom_a,t2_bms6_socscaled_percentage,t2_bms6_spn,t2_bms6_temperatur_gradc,t2_bms7_energieinhalt_wh,t2_bms7_istspannung_v,t2_bms7_iststrom_a,t2_bms7_socscaled_percentage,t2_bms7_spn,t2_bms7_temperatur_gradc,i_apposition1_basis_percentage,i_bpposition_basis_percentage,t_cc_active,t_cc_set_speed_kmh,t_gross_comb_veh_weight_kg,t_act_eng_torque_percentage,t_act_rd_torque_percentage,t_current_gear,t_retarder_level,t_veh_speed_mtco_kmh,v_imaxchconttesoptsoh_base_a,v_imaxdischconttesoptsoh_base_a,v_socactualtes_base_percentage,v_sohactualtes_base_percentage,v_actualtemp_tes_base_gradc,v_clamp15netw_base,v_plausiacttes_base_a,v_plausuacttes_base_v,v_statemultites_base,vehicle_speed2_kmh,ggps_numsatactive,ggps_numsatview,hostcam_info,basis30,basis32,basis49,basis50,Breakdown
0,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,49,31,0,0,129,0,33,0,8128,129,23,89.945,12400,0,0,31161,35.25,0,0,-50,0,36,0,0,0,0,0,0,0,1,-0.75,713,0,-1.375,0,0,46.15,1.34,1.355,44,29.361,47,0,0,0,0,0,1,0,4094,13794,712.75,3.5,83.92,0,22,13776,713.25,3.5,83.92,3094,21.9,13752,712.25,3.5,83.97,3094,22.1,13898,713,3.5,83.97,3094,22,14764,712.5,3.5,83.98,3094,22.1,13724,712.75,3.5,83.89,0,23,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,0,255,655350,129,0,129,0,0,57.4,-698.5,83.9,10.4,22,1,28.12,712.75,136,0,7,11,0,0,0,0,0,0
29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,30,40,71,55,37,30,0,37,1,70.9,2,0,2827.625,8,22,82.43,22000,0,0,31337,28.8125,0,70.9,-50,0,30,0,0,0,0,0,0,0,1,59.5,660,2827,85.75,0,0,50.4,2.54,1.48,35,29.361,47,1.07,3.6,2989,0,0,0,0,3010,7624,659.75,-6.5,48.19,0,22,7814,660,-6.5,48.55,0,22,7642,660,-6.5,48.4,0,22,7678,660,-6.5,48.43,0,22,7762,660,-6.5,48.56,0,22,7978,660,-6.5,48.82,0,22,7666,659.75,-6.5,48.14,0,22.5,7696,659.75,-6.5,48.3,0,22,7662,659.75,-6.5,48.23,0,22,7980,660,-6.5,48.57,0,22.2,8044,660,-6.5,48.81,0,22,7648,659.75,-6.5,48.15,0,23,29.6,0,0,255,14000,8,0,1,0,70.495488,421.25,-982.1,48.4,0,22.5,1,-77.88,659.55,204,70.17277,8,11,0,0,0,0,0,0
0,0,0,1582,0,0,0,0,0,606,0.003662,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30487,35.34375,0,0,31,0,22,0,0,0,0,0,0,0,3,-1.25,719,0,1.375,0,0,43.2,1.23,1.24,37,28.773,40,0,0,0,65,66,1,0,0,14416,718.5,5,87.46,0,21.4,14502,718.5,5,87.48,0,21.5,14342,718,5,87.4,0,21.6,14488,719.25,5,87.55,0,21.6,14416,719,5.5,87.69,0,21.5,14450,718.5,5,87.57,0,21.6,14336,718.75,5,87.39,0,21.5,14456,718.75,5,87.48,0,21.6,14432,718.25,5,87.48,0,21.5,14366,719,5,87.49,3070,21.8,14246,718.5,5,87.8,0,21.6,14422,718.5,5,87.68,0,21.7,0,0,0,255,655350,129,0,129,0,0,65.1,-1045.4,87.7,0,21.5,1,60.62,718.25,204,0,9,11,0,0,0,0,0,0
34.4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,29,40,71,55,37,30,0,37,1,78.3,2,0,3152.75,9,22.84375,77.635,22000,0,0,31339,28.625,0,78.3,-50,0,30,0,0,0,0,0,0,0,1,132.25,660,3153,145.5,0,0,51.3,2.525,1.51,34,29.357,46,1.02,3.6,3000,0,0,0,0,3010,7954,660.25,-9.5,50.02,0,22,8144,660.25,-9.5,50.34,0,22,7968,660.5,-9.5,50.21,0,22,8004,660.5,-9,50.22,0,22,8086,660.25,-9.5,50.32,0,22,8304,660.25,-9.5,50.57,0,22,8004,660.25,-9.5,50,0,22.5,8026,660.25,-9.5,50.11,0,22,7998,660.25,-9.5,50.07,0,22,8306,660.25,-9.5,50.31,0,22.2,8368,660.25,-9,50.53,0,22,7980,660.25,-9.5,49.97,0,23,34.4,0,0,255,14000,9,0,1,0,78.592626,421.25,-1012,50.2,0,22.5,1,-111.88,660,204,78.16481,8,12,0,0,0,0,0,0
0,0,0,791,0,0,0,0,0,606,0.005493,0,0.001831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30489,35.34375,0,0,31,0,23,0,0,0,0,0,0,0,3,-1.25,718,0,1.125,0,0,42.7,1.215,1.23,37,28.771,41,0,0,0,68,71,1,0,0,14304,717.5,5.5,86.82,0,21.4,14390,717.5,5.5,86.84,0,21.6,14232,717,5.5,86.76,0,21.7,14376,718.25,5.5,86.91,0,21.7,14304,718,5.5,87.04,0,21.5,14340,717.5,5.5,86.93,0,21.7,14226,717.75,5.5,86.74,0,21.6,14344,717.75,5.5,86.85,0,21.6,14320,717.25,5.5,86.84,0,21.6,14256,718,5.5,86.85,3070,21.8,14136,717.5,5.5,87.14,0,21.6,14310,717.5,5.5,87.04,0,21.7,0,0,0,255,655350,129,0,129,0,0,68.75,-1045.45,87.1,0,21.5,1,66.12,717.25,204,0,10,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,2,0,8128,129,22.1875,6.525,13200,0,0,31330,33.375,0,0,-50,0,33,0,0,0,0,0,0,0,1,-1.75,646,0,0,0,0,0,0,0,34,25.859,52,0,0,0,0,0,1,0,6015,9540,674,0,59.57,3070,22.6,9574,674,0,59.44,0,22.9,9558,674,0,59.43,0,22.6,9700,674,0,59.79,0,22.9,9692,674,0,59.85,0,22.5,9652,674.25,0,59.61,0,23,9652,674,0,59.72,0,23.1,9430,673.75,0,59.24,0,22.9,9566,674,0,59.55,0,22.7,9428,674,0,59.18,0,22.8,9532,674,0,59.69,0,22.8,9612,674,0,59.73,0,23.6,0,0,0,255,15600,129,0,129,0,0,0,0,0,0,23,0,0.12,673.9,12,0,7,11,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,3,0,8128,129,23.71875,22.405,13200,0,0,31319,36.3125,0,0,-50,0,36,0,0,0,0,0,0,0,1,-1.5,341,0,0.625,0,0,0,0,0,36,25.386,53,0,0,0,0,0,1,0,6015,7844,662.75,0,50.09,3070,23,7884,662.75,0,49.99,0,23.2,7854,662.75,0,49.91,0,23,8014,663,0,50.45,0,23,8008,662.75,0,50.52,0,23,7972,663,0,50.29,0,23,7978,663,0,50.39,0,23.6,7738,662.5,0,49.69,0,23.1,7882,663,0,50.12,0,23.1,7738,662.75,0,49.67,0,23,7846,662.75,0,50.22,0,23,7928,662.75,0,50.34,0,23.9,0,0,0,255,655350,129,0,129,0,0,0,0,0,0,23.5,0,0.12,662.4,12,0,7,11,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,2,0,8128,129,23.34375,21.775,13200,0,0,31322,35.84375,0,0,-50,0,35,0,0,0,0,0,0,0,1,-1.25,663,0,-2,0,0,0,0,0,36,25.847,53,0,0,0,0,0,1,0,3070,7930,663.25,0,50.57,3070,23,7968,663.25,0,50.47,0,23.2,7942,663.5,0,50.4,0,23,8100,663.5,0,50.92,0,23.1,8090,663.25,0,50.99,0,23,8054,663.5,0,50.75,0,23,8062,663.5,0,50.87,0,23.6,7824,663.25,0,50.18,0,23.3,7968,663.5,0,50.61,0,23.1,7824,663.25,0,50.16,0,23,7932,663.25,0,50.71,0,23,8012,663.5,0,50.82,0,23.9,0,0,0,255,17600,129,0,129,0,0,0,0,0,0,23.5,0,0.12,663,12,0,6,12,0,0,0,0,0,1
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,38,40,71,55,49,30,0,0,1,69,3,0,2550.875,0,23.8125,87.7,5800,0,0,31327,30.78125,0,69,-50,0,35,0,0,0,0,0,0,0,1,-49.75,651,2550,-142.75,0,0,47.3,2.11,1.39,35,29.359,48,0.655,3,2979,0,0,0,0,7000,3562,649.25,5.5,25.79,0,22.1,3550,649.25,5.5,25.82,0,22,3528,649.25,6,25.65,0,22.4,3524,649,5.5,25.54,0,22.1,3096,650,5.5,23.95,0,22.3,3606,649.25,6,25.94,0,22.9,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,0,65,20800,0,0,1,0,63.495936,280.85,-403,24,10.4,22,1,46.12,649.35,136,63.2638,6,12,0,0,0,0,0,0
0,0,0,791,0,0,0,0,0,606,0.005493,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30494,35.34375,0,0,33,0,23,0,0,0,0,0,0,0,3,-1.25,712,0,1.5,0,0,52.95,1.52,1.525,38,28.771,42,0,0,0,95,99,1,0,0,13534,710.75,7.5,82.42,0,22.1,13612,711,7.5,82.43,0,22.5,13464,710.5,7.5,82.33,0,22.5,13594,711.5,7.5,82.46,0,22.5,13522,711.25,8,82.57,0,22.4,13572,711,7.5,82.51,0,22.6,13458,711,7.5,82.31,0,22.5,13560,711,8,82.42,0,22.6,13546,710.5,8,82.4,0,22.4,13486,711.5,7.5,82.42,3070,22.8,13364,711,7.5,82.6,0,22.2,13530,710.75,7.5,82.59,0,22.5,0,0,0,255,655350,129,0,129,0,0,94.95,-1048.3,82.5,0,22,1,92.12,710.75,204,0,10,12,0,0,0,0,0,0
0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,49,32,0,0,129,0,33,0,8128,129,23,89.945,12400,0,0,31153,35.25,0,0,-50,0,32,0,0,0,0,0,0,0,1,-1,726,0,-1.375,0,0,45.4,1.325,1.335,43,29.371,43,0,0,0,0,0,1,0,4094,14976,725.25,3.5,90.55,0,23,14970,726,3.5,90.54,3094,22.6,14948,724.75,3.5,90.69,3094,23.4,15092,725.25,3.5,90.63,3094,22.9,15924,725.5,3.5,90.13,3094,23,14914,725.75,3.5,90.6,0,24,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,0,255,655350,129,0,129,0,0,33.1,-700.15,90.6,10.4,23,1,28.12,725.55,136,0,9,12,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,-125,0,1,0,0,-125,-273,0,0,0,0,31214,-273,0,0,-50,0,20,0,0,0,0,0,0,0,1,-1,731,-32767,-0.875,0,0,47.05,1.375,1.38,38,29.363,23,0,0,0,0,0,0,0,0,15918,730.75,0,94.78,0,22.7,15898,731,0,94.68,0,22.7,15916,731.25,0,94.88,0,22.7,15860,730.5,0,94.9,0,22.5,16072,731.75,0,94.95,0,22.7,15872,731.25,0,94.89,0,22.7,16066,731.25,0,94.91,0,22.9,16796,731,0,94.69,0,22.6,16960,731.25,0,94.57,0,22.9,15874,731.75,0,94.73,0,22.8,15916,731.75,0,94.77,0,23,15962,731.5,0,94.37,0,23,0,0,0,0,0,-125,-125,-125,0,0,25.2,-1048.95,94.9,0,22.5,1,0.12,730.8,204,0,5,12,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,-125,8.8,1,0,0,-125,-273,0,0,0,0,31226,-273,0,8.8,-50,0,20,0,0,0,0,0,0,0,1,-0.75,725,-32767,-0.75,0,0,47.25,1.39,1.395,35,29.373,22,0,0,0,0,0,0,0,0,15420,724.75,0,92.01,0,22.5,15406,725,0,91.92,0,22.2,15414,725,0,92.1,0,22.4,15362,724.5,0,92.12,0,22.2,15556,725.5,0,92.11,0,22.4,15368,725,0,92.09,0,22.3,15558,725,0,92.11,0,22.5,16296,725,0,92.06,0,22.2,16460,725.25,0,91.97,0,22.5,15378,725.5,0,91.97,0,22.4,15422,725.5,0,91.99,0,22.5,15470,725.5,0,91.63,0,22.5,0,0,0,0,0,-125,-125,-125,0,0,40.9,-1048.15,92.1,0,22,1,0.12,724.8,204,0,4,12,0,0,0,0,0,0
13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,29,40,71,55,37,30,3,37,1,6.6,2,0,600,6,23.625,40.25,31000,0,0,31309,37.375,0,6.6,-50,0,36,0,0,0,0,0,0,0,1,15.5,681,332,211.5,0,0,56.2,2.895,1.65,42,29.363,55,1.245,5.4,2979,0,0,0,0,3314,11366,679.5,-2,65.11,0,24,11190,679.75,-1.5,64.12,0,24.2,11014,679.25,-2.5,63.5,0,24.1,11362,679.25,-2,65.12,0,24,9864,675.75,0,58.83,0,23.2,11324,679.25,-2,65.09,0,24,11514,679.5,-1.5,64.57,0,24.5,11668,679.25,-2,65.27,0,24,11332,679.25,-2,65.05,0,24,11302,679,-1.5,64.26,3094,24.2,11270,679.25,-2,65.08,3094,24,11100,679.25,-1.5,64.83,0,25,13.2,0,0,81,26400,6,0,1,0,8.796312,398.9,-961.85,64.6,0,24,1,-20.38,678.65,187,8.56681,1,12,0,0,0,0,0,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,30,40,71,55,37,30,3,37,1,61.4,2,0,1940.75,0,22.375,36.415,31000,0,0,31317,36.53125,0,61.4,-50,0,33,0,0,0,0,0,0,0,1,-160.75,684,1938,-573.75,0,0,53.55,2.445,1.58,41,29.478,53,0.86,4.8,3009,0,0,0,0,3314,11676,684.25,15.5,66.7,0,23.9,11502,684.5,16,65.71,0,24,11396,684.5,13.5,65.48,0,24,11672,684.25,15.5,66.71,0,23.6,9864,675.75,0,58.83,0,23,11642,684.25,15.5,66.71,0,24,11818,684.25,16,66.08,0,24.2,11986,684.25,15.5,66.86,0,24,11650,683.75,14.5,66.67,0,24,11612,684.25,15.5,65.84,3094,24,11594,684,13.5,66.75,3094,24,11420,684.5,16,66.49,0,24.6,0,4,0,81,23200,0,-44,1,0,48.696102,369.8,-960.9,66.3,0,24,1,167.12,683.15,187,49.08614,2,12,0,0,0,0,0,0
22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,29,40,71,55,37,30,3,37,1,61.4,2,0,2298,6,22.28125,35.245,31000,0,0,31320,31.84375,0,61.4,-50,0,30,0,0,0,0,0,0,0,1,23,680,2287,30.5,0,0,48.6,2.605,1.43,36,29.359,52,1.02,3.4,2993,0,0,0,0,3314,11906,680,-2,67.95,0,23.8,11736,680,-2,66.96,0,24,11646,680,-2.5,66.82,0,23.9,11904,680,-2,67.96,0,23.5,9864,675.75,0,58.83,0,23,11878,680,-2,67.97,0,23.8,12046,679.75,-2,67.28,0,24.1,12224,679.75,-2.5,68.11,0,23.8,11890,679.5,-2.5,67.94,0,23.7,11842,679.75,-2,67.06,3094,24,11836,680,-3,68.03,3094,24,11658,680,-2,67.78,0,24.5,22,0,0,81,23200,6,0,1,0,57.59397,344.25,-960.2,67.7,0,23.5,1,-24.38,679.25,187,57.36361,2,12,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,29,40,71,55,37,30,3,37,1,76.4,2,0,3223.375,2,22.65625,31.015,31000,0,0,31322,32.0625,0,76.4,-50,0,30,0,0,0,0,0,0,0,1,0,683,3222,-70,0,0,48.85,2.35,1.445,36,29.357,51,0.91,3.6,2976,0,0,0,0,3314,12200,684.75,0,69.46,0,23.5,12032,685,0,68.48,0,23.8,11964,684.75,-1.5,68.47,0,23.7,12198,684.75,0,69.48,0,23.5,9864,676,0,58.83,0,22.6,12178,684.75,-0.5,69.5,0,23.5,12340,684.75,0,68.75,0,24,12526,684.5,-0.5,69.63,0,23.5,12190,684.75,-0.5,69.48,0,23.5,12138,684.75,0,68.57,3094,23.8,12142,684.75,-1,69.6,3094,23.5,11960,684.75,0,69.35,0,24.5,16,0,0,81,24000,2,0,1,0,80.791704,313.25,-959.9,69.2,0,23.5,1,-3.88,683.4,187,80.76887,3,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,3,0,8128,129,22.5625,99.25,22000,0,0,31321,33.46875,0,0,-50,0,33,0,0,0,0,0,0,0,1,-0.25,280,0,-0.75,0,0,0,0,0,37,27.287,51,0,0,0,0,0,1,0,3306,6862,658.75,0,43.9,0,22.5,7058,658.75,0,44.37,0,22.4,6884,659,0,44.12,0,22.5,6914,659,0,44.14,0,22.3,7026,658.75,0,44.44,0,22.5,7226,659,0,44.72,0,22.4,6892,658.75,0,43.83,0,22.9,6934,658.75,0,44.03,0,22.4,6892,658.75,0,43.93,0,22.4,7230,659,0,44.48,0,22.5,7294,658.75,0,44.76,0,22.4,6890,658.75,0,43.89,0,23.1,0,0,0,255,14000,129,0,129,0,0,0,0,0,0,22.5,0,0.12,658.5,12,0,9,11,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,2,0,8128,129,22.1875,6.525,13200,0,0,31330,33.375,0,0,-50,0,33,0,0,0,0,0,0,0,1,-1.75,646,0,0,0,0,0,0,0,34,25.859,52,0,0,0,0,0,1,0,6015,9540,674,0,59.57,3070,22.6,9574,674,0,59.44,0,22.9,9558,674,0,59.43,0,22.6,9700,674,0,59.79,0,22.9,9692,674,0,59.85,0,22.5,9652,674.25,0,59.61,0,23,9652,674,0,59.72,0,23.1,9430,673.75,0,59.24,0,22.9,9566,674,0,59.55,0,22.7,9428,674,0,59.18,0,22.8,9532,674,0,59.69,0,22.8,9612,674,0,59.73,0,23.6,0,0,0,255,15600,129,0,129,0,0,0,0,0,0,23,0,0.12,673.9,12,0,15,12,0,0,0,0,0,1
65.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,30,40,71,55,37,30,2,37,1,0,3,0,600,26,21.65625,24.29,27100,0,0,31328,33.03125,65024,0,21,0,39,4.96,27.4,1700,0,0,0,4.96,1,18.25,684,50,1409,0,0,55.45,8.975,1.625,38,29.378,51,6.78,26.8,2963,0,0,0,0,3064,10406,684,-4,66.46,0,21.6,10356,683.75,-4,66.59,0,21.7,10358,684.25,-4,66.42,0,21.6,10510,681.5,-4,66.7,0,21.5,10386,683.75,-4,66.67,0,21.5,10378,683.75,-4,66.69,3070,21.6,8820,675.75,0,58.2,0,21.7,10434,684.25,-4,66.65,0,21.6,10434,684,-4,66.82,0,21.6,10486,684,-4,66.65,0,21.5,10458,683.75,-4,66.65,0,21.5,10438,684,-4,66.63,0,22.5,65.2,0,0,255,18400,26,0,1,0,0.699174,344.8,-944.65,66.6,0,22,1,-43.88,682.65,187,0,15,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,30,40,71,55,37,30,3,37,1,61.4,2,0,600,0,22.65625,36.135,31000,0,0,31318,36.6875,0,61.4,-50,0,33,0,0,0,0,0,0,0,1,-1.5,682,0,-0.875,0,0,51.7,2.685,1.52,41,29.365,52,1.215,4.6,2983,0,0,0,0,3314,11754,682.25,0,67.1,0,23.9,11582,682.5,0,66.11,0,24,11482,682.5,-1.5,65.93,0,24,11750,682.25,0,67.11,0,23.5,9864,675.75,0,58.83,0,23,11722,682.5,-0.5,67.11,0,24,11896,682.25,0,66.46,0,24.2,12066,682.25,-0.5,67.26,0,24,11732,682,-0.5,67.08,0,23.9,11692,682.25,-0.5,66.23,3094,24,11676,682.5,-0.5,67.16,3094,24,11502,682.5,-0.5,66.9,0,24.6,0,25.2,0,81,23200,0,0,1,0,0,361.15,-960.75,66.8,0,24,1,-4.38,681.4,187,0,2,12,0,0,0,0,0,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,31,40,71,55,49,32,0,0,1,25,36,0,821.25,0,23.375,93.025,12400,0,0,31140,34.3125,0,25,-50,0,41,0,0,0,0,0,0,0,1,-104.75,723,789,-954.875,0,0,39.85,2.48,1.165,41,29.357,47,1.31,3.8,3036,0,0,0,0,4015,14582,721,13,88.35,0,23.3,14578,722,12.5,88.38,3094,23,14552,720.75,13,88.48,3094,23.5,14702,721.25,13,88.45,3094,23.1,15594,721.5,10.5,88.39,3094,23.5,14514,721.75,13,88.35,0,24.2,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,0,255,24000,0,-82,1,0,20.09637,41.6,-701,88.4,10.4,23.5,1,100.62,721.4,136,20.79729,9,11,0,0,0,0,0,0
42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,30,40,71,55,37,30,0,37,1,73.5,2,0,2893.125,15,22.5,79.91,22000,0,0,31338,28.9375,0,73.5,-50,0,30,0,0,0,0,0,0,0,1,205.75,658,2900,363.75,0,0,50.45,2.495,1.48,35,29.378,47,1.02,4.6,2962,0,0,0,0,3010,7788,657.75,-16.5,49.09,0,22,7976,657.75,-16.5,49.43,0,22,7804,658,-16.5,49.29,0,22,7842,658,-16.5,49.32,0,22,7922,657.75,-16.5,49.42,0,22,8140,657.75,-16.5,49.68,0,22,7832,657.75,-17,49.05,0,22.5,7860,657.75,-16.5,49.19,0,22,7828,657.75,-17,49.13,0,22,8142,658,-16.5,49.42,0,22.2,8204,657.75,-16.5,49.65,0,22,7812,657.75,-17,49.04,0,23,42.4,0,0,255,14000,15,0,1,0,72.093042,421.25,-996.8,49.3,0,22.5,1,-199.38,657.25,204,71.63902,8,11,0,0,0,0,0,0
