ap_position,can1errors,can2errors,can3errors,can4errors,can5errors,can6errors,can7errors,can8errors,can9errors,klemme15_ze_94_v,klemme15_ze_a1_9_v,klemme30_ze_90_2_v,buslast_can10_percentage,buslast_can11_percentage,buslast_can12_percentage,buslast_can13_percentage,buslast_can14_percentage,buslast_can15_percentage,buslast_can16_percentage,buslast_can17_percentage,can17busload_percentage,buslast_can18_percentage,can18busload_percentage,buslast_can19_percentage,can19busload_percentage,buslast_can1_percentage,buslast_can20_percentage,buslast_can21_percentage,buslast_can22_percentage,buslast_can25_percentage,buslast_can26_percentage,buslast_can2_percentage,buslast_can3_percentage,buslast_can4_percentage,buslast_can5_percentage,buslast_can6_percentage,buslast_can7_percentage,buslast_can8_percentage,buslast_can9_percentage,current_gear,gps_geschwindigkeit_kmh,data1f_counter,edc_version,engine_speed2_ms,engine_torque2_nm,i_ambientairtemperature_basis_gradc,kilometerstand_m,kilometerstand_tkm,t_tot_veh_dist_tkm,lv_distance_tsd_tkm,loggermbsfree_mbyte,m_enginecoolanttemphr_base_gradc,mt_elekt_generatorleistung_frigo_w,mt_gps_velocity_kmh,mt_ptc_hv_heizmedium_sensor_2_gradc,mt_ptc_hv_i_ist_a,pe_aircompressor_act_motortemp_gradc,pe_aircompressor_act_power_kw,pe_aircompressor_act_torque_nm,pe_aircompressor_act_speed_rpm,pe_chiller_act_power_kw,pe_chiller_act_torque_nm,pe_chiller_act_speed_rpm,pe_dcu_act_dcbuspower_kw,pe_hvlm_stecker_status,pe_highpowercurrent_a,pe_highpowervoltage_v,pe_motorspeed_rpm,pe_motortorqueestimated_nm,pe_nlg_accurrmaxcp_master_a,pe_nlg_accurrmaxpp_master,pe_psu_act_current_a,pe_psu_act_dcbuspower_kw,pe_psu_act_power_kw,pe_psu_act_temperature_gradc,pe_psu_act_voltage_v,pe_steeringpump_act_motortemp_gradc,pe_steeringpump_act_power_kw,pe_steeringpump_act_torque_nm,pe_steeringpump_act_speed_rpm,pe_s_iistplc_a,pe_s_isollplc_a,park_break_switch_obd,post_triggerclock,spn_view,t1_bms2_energieinhalt_wh,t1_bms2_istspannung_v,t1_bms2_iststrom_a,t1_bms2_socscaled_percentage,t1_bms2_spn,t1_bms2_temperatur_gradc,t1_bms3_energieinhalt_wh,t1_bms3_istspannung_v,t1_bms3_iststrom_a,t1_bms3_socscaled_percentage,t1_bms3_spn,t1_bms3_temperatur_gradc,t1_bms4_energieinhalt_wh,t1_bms4_istspannung_v,t1_bms4_iststrom_a,t1_bms4_socscaled_percentage,t1_bms4_spn,t1_bms4_temperatur_gradc,t1_bms5_energieinhalt_wh,t1_bms5_istspannung_v,t1_bms5_iststrom_a,t1_bms5_socscaled_percentage,t1_bms5_spn,t1_bms5_temperatur_gradc,t1_bms6_energieinhalt_wh,t1_bms6_istspannung_v,t1_bms6_iststrom_a,t1_bms6_socscaled_percentage,t1_bms6_spn,t1_bms6_temperatur_gradc,t1_bms7_energieinhalt_wh,t1_bms7_istspannung_v,t1_bms7_iststrom_a,t1_bms7_socscaled_percentage,t1_bms7_spn,t1_bms7_temperatur_gradc,t2_bms2_energieinhalt_wh,t2_bms2_istspannung_v,t2_bms2_iststrom_a,t2_bms2_socscaled_percentage,t2_bms2_spn,t2_bms2_temperatur_gradc,t2_bms3_energieinhalt_wh,t2_bms3_istspannung_v,t2_bms3_iststrom_a,t2_bms3_socscaled_percentage,t2_bms3_spn,t2_bms3_temperatur_gradc,t2_bms4_energieinhalt_wh,t2_bms4_istspannung_v,t2_bms4_iststrom_a,t2_bms4_socscaled_percentage,t2_bms4_spn,t2_bms4_temperatur_gradc,t2_bms5_energieinhalt_wh,t2_bms5_istspannung_v,t2_bms5_iststrom_a,t2_bms5_socscaled_percentage,t2_bms5_spn,t2_bms5_temperatur_gradc,t2_bms6_energieinhalt_wh,t2_bms6_istspannung_v,t2_bms6_iststrom_a,t2_bms6_socscaled_percentage,t2_bms6_spn,t2_bms6_temperatur_gradc,t2_bms7_energieinhalt_wh,t2_bms7_istspannung_v,t2_bms7_iststrom_a,t2_bms7_socscaled_percentage,t2_bms7_spn,t2_bms7_temperatur_gradc,i_apposition1_basis_percentage,i_bpposition_basis_percentage,t_cc_active,t_cc_set_speed_kmh,t_gross_comb_veh_weight_kg,t_act_eng_torque_percentage,t_act_rd_torque_percentage,t_current_gear,t_retarder_level,t_veh_speed_mtco_kmh,v_imaxchconttesoptsoh_base_a,v_imaxdischconttesoptsoh_base_a,v_socactualtes_base_percentage,v_sohactualtes_base_percentage,v_actualtemp_tes_base_gradc,v_clamp15netw_base,v_plausiacttes_base_a,v_plausuacttes_base_v,v_statemultites_base,vehicle_speed2_kmh,ggps_numsatactive,ggps_numsatview,hostcam_info,basis30,basis32,basis49,basis50,Breakdown
0,0,0,791,0,0,0,0,0,606,0.003662,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30494,35.34375,0,0,33,0,23,0,0,0,0,0,0,0,3,-1.25,712,0,1.375,0,0,53.05,1.52,1.53,38,28.785,42,0,0,0,90,94,1,0,0,13614,711.5,7.5,82.88,0,22,13692,711.5,7.5,82.89,0,22.4,13544,711,7,82.78,0,22.4,13676,712.25,7.5,82.92,0,22.5,13604,712,7.5,83.04,0,22.3,13652,711.5,7.5,82.97,0,22.5,13538,711.75,7,82.77,0,22.2,13642,711.75,7.5,82.88,0,22.5,13626,711.25,7.5,82.86,0,22.3,13566,712,7.5,82.89,3070,22.7,13446,711.5,7.5,83.07,0,22.2,13612,711.5,7.5,83.06,0,22.5,0,0,0,255,655350,129,0,129,0,0,92.3,-1048.15,83,0,22,1,88.62,711.25,204,0,8,12,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,30,40,71,55,37,30,2,37,1,0,3,0,1653.875,1,21.1875,22.14,27100,0,0,31333,27.84375,65024,0,20,0,34,0,0,0,0,0,0,0,1,-15.25,686,1644,-70.625,0,0,66.3,3.18,1.95,33,29.371,44,0.8,4.4,2999,0,0,0,0,3064,10642,686,1,67.79,0,21.3,10590,686,1,67.91,0,21.5,10592,686.5,1,67.74,0,21.3,10740,683.25,1,67.99,0,21.5,10616,686,1,67.97,0,21.2,10612,686,1,68.01,3070,21.5,8820,676,0,58.2,0,21.5,10666,686.25,1,67.97,0,21.4,10664,686.25,1,68.12,0,21.5,10716,686.25,1,67.94,0,21,10690,686.25,1,67.96,0,21.1,10666,686.25,1,67.93,0,22.4,10,0,0,255,19200,1,0,1,0,41.095026,317.85,-943.8,68,0,21.5,1,11.12,684.9,187,41.11365,15,1,0,0,0,0,0,0
0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,30,40,71,55,37,30,2,37,1,0,3,0,600,0,21.25,22.61,27100,0,0,31332,28.0625,65024,0,21,0,33,5.44,28,1699,0,0,0,5.44,1,-1.5,686,0,-0.625,0,0,66.6,2.86,1.96,33,29.388,44,0.99,3.6,2959,0,0,1,0,3064,10584,685.75,-1,67.46,0,21.4,10534,685.75,-1,67.57,0,21.5,10534,686,-1,67.4,0,21.4,10684,683.25,-1,67.65,0,21.5,10560,685.5,-1,67.63,0,21.4,10556,685.75,-1,67.67,3070,21.5,8820,676,0,58.2,0,21.5,10610,686,-1,67.63,0,21.4,10608,685.75,-1,67.78,0,21.5,10660,685.75,-1,67.6,0,21.1,10634,685.75,-1,67.62,0,21.2,10610,685.75,-1,67.59,0,22.5,0,0,0,255,17600,0,0,1,0,0,323.7,-943.4,67.6,0,21.5,1,-10.88,684.25,187,0,15,1,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,129,0,2,0,8128,129,24.46875,76.16,26100,0,0,30606,41.65625,0,0,-50,0,23,0,0,0,0,0,0,0,1,0,728,0,-0.5,0,0,44.75,1.31,1.315,44,29.369,23,0,0,0,0,0,1,0,3314,15574,727.75,0,93.59,0,26.6,15674,727.75,0,93.56,0,26.5,15486,728,0,93.49,0,26.5,15604,728.25,0,93.59,0,26.5,4604,652.25,0,33.86,0,26.5,15596,728.75,0,93.53,0,26.6,15564,727.5,0,93.56,0,26.5,15380,727.75,0,93.53,0,26.5,15632,728.25,0,93.53,0,26.5,15602,727.75,0,93.56,0,26.7,15526,728,0,93.55,0,26.5,15488,728,0,93.54,0,26.7,0,0,0,255,655350,129,0,129,0,0,31.8,-968.8,93.5,0,26.5,1,0.12,721.25,187,0,8,12,0,0,0,0,0,0
56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,29,40,71,55,37,30,0,37,1,11.2,2,0,1150.5,49,22.6875,73.145,22000,0,0,31342,30.3125,0,11.2,-50,0,33,0,0,0,0,0,0,0,1,301.5,660,1198,1449.625,0,0,51.85,2.735,1.52,35,29.361,44,1.215,4,2987,0,0,0,0,3010,8322,660.25,-26.5,52.07,0,21.9,8512,660.25,-26.5,52.36,0,21.9,8332,660.5,-26,52.25,0,21.8,8370,660.5,-26,52.26,0,21.8,8448,660.25,-26,52.33,0,21.7,8664,660.5,-26,52.53,0,21.9,8380,660.25,-26.5,52.08,0,22.4,8392,660.25,-26,52.14,0,21.9,8370,660.25,-27,52.14,0,21.5,8668,660.25,-26,52.27,0,22.1,8728,660.25,-26,52.46,0,21.8,8352,660.5,-27.5,52.04,0,22.8,56.4,0,0,255,14000,49,0,1,0,29.396556,416.45,-1015.05,52.2,0,22,1,-315.38,660,204,29.19988,6,11,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,29,40,71,55,37,30,3,37,1,82.7,2,0,3300.75,0,23.15625,10.69,31000,0,0,31281,32.25,0,82.7,-50,0,34,0,0,0,0,0,0,0,1,-44,699,3296,-160.5,0,0,50.4,2.495,1.48,36,29.367,47,0.99,4,2980,0,0,0,0,3314,13800,698.75,3.5,77.69,0,23,13650,699,3.5,76.76,0,23,13584,699,2.5,76.93,0,23,13800,698.75,3.5,77.76,0,22.8,9864,676,0,58.83,0,22,13802,698.75,3.5,77.78,0,23,13936,698.75,4,76.74,0,23.5,14140,698.75,3.5,77.72,0,23,13802,699,3,77.69,0,23,13736,698.75,3.5,76.69,3094,23.1,13744,698.75,2.5,77.78,3094,23,13602,699,4,77.85,0,23.7,0,0,0,255,24000,0,0,1,0,82.791576,150.3,-961.2,77.6,0,23,1,37.12,696.5,187,82.74342,5,12,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,-125,0,1,0,0,-125,-273,0,0,0,0,31221,-273,0,0,-50,0,20,0,0,0,0,0,0,0,1,-1,730,-32767,-0.625,0,0,46.95,1.375,1.38,38,29.371,22,0,0,0,0,0,0,0,0,15732,729.75,2,93.72,0,22.5,15714,730,2.5,93.63,0,22.5,15726,730,2,93.8,0,22.5,15676,729.5,2.5,93.84,0,22.5,15876,730.5,2.5,93.85,0,22.5,15684,730.25,2.5,93.82,0,22.5,15876,730,2.5,93.84,0,22.5,16608,730,2,93.68,0,22.4,16772,730.25,2.5,93.57,0,22.5,15688,730.5,2,93.67,0,22.5,15730,730.5,2,93.7,0,22.5,15780,730.5,2.5,93.33,0,22.5,0,0,0,0,0,-125,-125,-125,0,0,31,-1048.5,93.8,0,22,1,27.62,729.8,204,0,5,12,0,0,0,0,0,0
0,0,0,1583,0,0,0,0,0,606,0.005493,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30499,35.34375,0,0,34,0,23,0,0,0,1.98,13.4,1409,1.98,3,-1.25,707,0,1.25,0,0,52.6,1.5,1.515,39,28.755,43,0,0,0,137,142,1,0,0,12872,706,11,78.68,0,23,12948,706.25,11,78.69,0,23.4,12810,705.75,11,78.61,0,23.5,12928,706.75,11,78.67,0,23.5,12850,706.75,11,78.77,0,23.4,12914,706.25,11,78.75,0,23.5,12798,706.25,11,78.58,0,23.5,12890,706.25,11,78.64,0,23.5,12884,706,11,78.62,0,23.4,12828,706.75,11,78.64,3070,23.8,12706,706.25,11,78.8,0,23.2,12864,706.25,11,78.79,0,23.5,0,0,0,255,655350,129,0,129,0,0,136.8,-1049.95,78.7,0,23,1,132.12,705.9,204,0,8,12,0,0,0,0,0,0
20.8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,39,40,71,55,49,32,0,0,1,3.7,2,0,600,9,25.40625,82.425,5800,0,0,31336,30.71875,0,3.7,-50,0,38,4.975,29.4,1700,0,0,0,4.8,1,30.25,652,539,217.25,0,0,50.7,3.76,1.49,34,29.367,44,1.95,7.2,2927,0,0,0,0,3010,4462,651,-5.5,30.86,0,21.5,4436,651,-5.5,30.83,0,21.4,4426,651,-5.5,30.71,0,21.5,4426,650.75,-5.5,30.6,0,21.5,3998,651,-5.5,29.21,0,21.5,4492,651,-5.5,30.92,0,22.3,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,20.8,0,0,255,655350,9,0,1,0,13.596786,276.2,-455.8,29.4,10.4,21.5,1,-43.88,650.85,136,13.59507,5,11,0,0,0,0,0,0
0,0,0,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,49,32,0,0,129,2,33,0,8128,129,23,89.945,12400,0,0,31160,35.25,0,2,-50,0,35,0,0,0,0,0,0,0,1,-1,715,0,-1.25,0,0,45.75,1.34,1.345,43,29.369,46,0,0,0,0,0,1,0,4094,14022,715.25,3.5,85.2,0,22,14006,715.75,3.5,85.21,3094,22,13982,714.75,3.5,85.27,3094,22.4,14130,715,3.5,85.26,3094,22,14986,715.25,3.5,85.16,3094,22.4,13954,715.25,3.5,85.19,0,23.1,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,0,255,655350,129,0,129,0,0,52.75,-698.9,85.2,10.4,22.5,1,28.12,715.2,136,0,6,12,0,0,0,0,0,0
0,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,49,32,0,0,129,0,33,0,8128,129,23,89.945,12400,0,0,31159,35.25,0,0,-50,0,35,0,0,0,0,0,0,0,1,-0.75,716,0,-1.25,0,0,36.3,1.055,1.065,41,29.363,46,0,0,0,0,0,1,0,4094,14100,716,3.5,85.64,0,22,14086,716.5,3.5,85.64,3094,22,14060,715.75,3.5,85.71,3094,22.4,14208,715.75,3.5,85.69,3094,22,15064,716,3.5,85.57,3094,22.5,14032,716.25,3.5,85.63,0,23.2,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,0,255,655350,129,0,129,0,0,51.2,-698.95,85.7,10.4,22.5,1,28.12,716.05,136,0,9,11,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,129,1.1,2,0,8128,129,24.46875,76.16,26100,0,0,30602,41.65625,0,1.1,-50,0,23,0,0,0,0,0,0,0,1,0,728,0,-0.25,0,0,45.15,1.31,1.32,44,29.371,24,0,0,0,0,0,1,0,3314,15544,727.5,0,93.44,0,26.7,15644,727.25,0,93.39,0,26.6,15458,727.5,0,93.33,0,26.7,15576,727.75,0,93.42,0,26.6,4604,652.25,0,33.86,0,26.5,15564,728.25,0,93.36,0,26.6,15534,727.25,0,93.39,0,26.9,15350,727.5,0,93.36,0,26.5,15602,727.75,0,93.36,0,26.6,15570,727.5,0,93.39,0,26.9,15496,727.75,0,93.38,0,26.8,15458,727.75,0,93.37,0,26.7,0,0,0,255,655350,129,0,129,0,0,32.85,-968.8,93.4,0,26.5,1,0.12,720.8,187,0,7,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,1.6,2,0,8128,129,23.96875,82.34,5800,0,0,31337,28.40625,0,1.6,-50,0,32,0,0,0,0,0,0,0,1,-0.5,20,0,-1.5,0,0,0,0,0,32,26.166,47,0,0,0,0,0,1,0,3516,4518,653.25,0,31.21,0,21.3,4490,653,0,31.17,0,21,4480,653.25,0,31.06,0,21.3,4488,652.75,0,31,0,21.1,4052,653.25,0,29.51,0,21.3,4544,653,0,31.39,0,21.9,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,0,255,655350,129,0,129,0,0,0,0,0,10.4,21,0,0.12,653.05,8,0,6,11,0,0,0,0,0,1
0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,-125,0,1,0,0,-125,-273,0,0,0,0,31218,-273,0,0,-50,0,20,0,0,0,0,0,0,0,1,-1,732,-32767,-0.625,0,0,47.2,1.375,1.385,39,29.355,23,0,0,0,0,0,0,0,0,15904,731.75,2,94.67,0,22.5,15884,732,2,94.58,0,22.5,15898,732.25,2,94.76,0,22.5,15846,731.5,2,94.8,0,22.5,16054,732.75,2,94.83,0,22.5,15858,732.25,2.5,94.79,0,22.5,16050,732.25,2.5,94.8,0,22.5,16778,732.25,2,94.59,0,22.5,16944,732.25,2,94.46,0,22.5,15858,732.75,2,94.63,0,22.5,15900,732.75,2.5,94.66,0,22.5,15950,732.5,2,94.28,0,22.6,0,0,0,0,0,-125,-125,-125,0,0,25.6,-1048.6,94.8,0,22,1,26.62,731.8,204,0,4,12,0,0,0,0,0,0
0,0,0,0,0,0,0,2383,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,129,0,2,0,8128,129,23.34375,21.775,13200,0,0,31322,35.84375,0,0,-50,0,35,0,0,0,0,0,0,0,1,-1.25,663,0,-2,0,0,0,0,0,36,25.806,53,0,0,0,0,0,1,0,3070,7930,663.25,0,50.57,3070,23,7968,663.25,0,50.47,0,23.2,7942,663.5,0,50.4,0,23,8100,663.5,0,50.92,0,23.1,8090,663.25,0,50.99,0,23,8054,663.5,0,50.75,0,23,8062,663.5,0,50.87,0,23.6,7824,663.25,0,50.18,0,23.3,7968,663.5,0,50.61,0,23.1,7824,663.25,0,50.16,0,23,7932,663.25,0,50.71,0,23,8012,663.5,0,50.82,0,23.9,0,0,0,255,17600,129,0,129,0,0,0,0,0,0,23.5,0,0.12,663,12,0,6,12,0,0,0,0,0,1
0,0,0,1582,0,0,0,0,0,606,0.003662,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30502,35.34375,0,0,36,0,23,0,0,0,1.95,13.2,1409,1.95,3,-1,699,0,1.25,0,0,52.45,1.5,1.51,39,28.769,44,0,0,0,195,200,1,0,0,11698,698,16,72.14,0,24,11790,698,16,72.05,0,24,11634,697.75,15.5,72.01,0,24.2,11756,698.75,16,72.08,0,24.1,11702,698.5,16,72.31,0,24.4,11768,698.25,15.5,72.15,0,24.3,11664,698.5,15.5,72.17,0,24.5,11724,698.25,16,71.99,0,24.1,11716,698,16,72.12,0,24.3,11686,698.75,16,72.21,3070,24.7,11586,698.25,16,72.4,0,23.9,11692,698.25,16,72.21,0,24.2,0,0,0,255,655350,129,0,129,0,0,279.75,-1051.1,72.2,0,24,1,190.62,697.9,204,0,7,11,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,129,0,2,0,8128,129,24.46875,76.16,26100,0,0,30602,41.65625,0,0,-50,0,23,0,0,0,0,0,0,0,1,0,728,0,-0.125,0,0,44.8,1.31,1.31,44,29.371,24,0,0,0,0,0,1,0,3314,15546,727.5,0,93.45,0,26.7,15648,727.5,0,93.42,0,26.5,15460,727.5,0,93.35,0,26.7,15578,727.75,0,93.43,0,26.6,4604,652.25,0,33.86,0,26.5,15566,728.25,0,93.37,0,26.6,15538,727.25,0,93.42,0,26.8,15352,727.5,0,93.38,0,26.5,15604,727.75,0,93.37,0,26.6,15578,727.25,0,93.41,0,26.9,15498,727.75,0,93.39,0,26.7,15460,727.75,0,93.39,0,26.7,0,0,0,255,655350,129,0,129,0,0,32.85,-968.8,93.4,0,26.5,1,0.12,720.8,187,0,7,11,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129,0,3,0,8128,129,21.84375,24.33,27100,0,0,31324,35.65625,65024,0,21,0,42,0,0,0,0,0,0,0,1,-1.75,420,0,0,0,0,0,0,0,36,26.292,49,0,0,0,0,0,1,0,3064,10354,684.75,0,66.17,0,21.7,10306,684.75,0,66.31,0,21.9,10308,685.25,0,66.13,0,21.8,10462,682.25,0,66.43,0,21.6,10338,684.5,0,66.4,0,21.5,10328,684.75,0,66.4,3070,21.7,8820,675.75,0,58.2,0,21.8,10384,685,0,66.36,0,21.8,10384,684.75,0,66.54,0,21.8,10436,684.75,0,66.37,0,21.5,10408,684.75,0,66.37,0,21.5,10390,685,0,66.37,0,22.6,0,0,0,255,655350,129,0,129,0,0,0,0,0,0,22,0,0.12,683.3,12,0,15,2,0,0,0,0,0,1
0,0,0,793,0,0,0,0,0,606,0.003662,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30486,35.34375,0,0,30,0,22,0,0,0,0,0,0,0,3,-1.25,720,0,1,0,0,42.9,1.23,1.235,37,28.753,40,0,0,0,64,66,1,0,0,14474,719,5,87.79,0,21.4,14560,719,5,87.81,0,21.5,14400,718.75,5,87.73,0,21.6,14546,719.75,5,87.88,0,21.6,14474,719.75,5,88.03,0,21.5,14508,719,5,87.9,0,21.6,14394,719.25,5,87.73,0,21.5,14516,719.25,5,87.81,0,21.6,14490,718.75,5,87.81,0,21.5,14424,719.5,5,87.82,3070,21.8,14304,719.25,5,88.14,0,21.5,14480,719,5,88.01,0,21.6,0,0,0,255,655350,129,0,129,0,0,63.3,-1045.4,88.1,0,21.5,1,60.12,718.8,204,0,9,12,0,0,0,0,0,0
0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,49,32,0,0,129,0,33,0,8128,129,23,89.945,12400,0,0,31155,35.25,0,0,-50,0,33,0,0,0,0,0,0,0,1,-1,723,0,-1.25,0,0,36.3,1.055,1.065,43,29.365,44,0,0,0,0,0,1,0,4094,14706,722.25,3.5,89.05,0,22.5,14698,723.25,3.5,89.04,3094,22.5,14674,722.25,3.5,89.16,3094,22.9,14822,722.5,3.5,89.12,3094,22.5,15662,722.5,3.5,88.75,3094,23,14642,723,3.5,89.07,0,23.5,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,-1024,0,0,0,0,0,0,255,655350,129,0,129,0,0,38.7,-699.65,89.1,10.4,23,1,28.12,722.65,136,0,9,12,0,0,0,0,0,0
0,0,0,791,0,0,0,0,0,606,0.003662,0,0.003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,37,30,26,37,129,0,23,0,8128,129,20.59375,50.935,10000,0,0,30507,35.34375,0,0,39,0,23,0,0,0,1.95,13.2,1409,1.95,3,-1.25,690,0,1,0,0,52.8,1.5,1.515,39,28.757,45,0,0,0,195,200,1,0,0,10474,689,15.5,65.24,0,24.6,10486,689.25,16,65.06,0,24.9,10416,688.75,16,65.08,0,24.9,10422,689.75,16,64.67,0,24.9,10496,689.75,16,65.48,0,25.1,10520,689.25,16,65.17,0,25,10466,689.25,15.5,65.43,0,25.2,10356,689.25,15.5,64.61,0,25,10496,689,16,65.32,0,24.9,10492,689.75,16,65.42,3070,25.3,10400,689.25,15.5,65.62,0,24.7,10348,689,16,64.72,0,24.9,0,0,0,255,655350,129,0,129,0,0,436.25,-1054.15,65.2,0,24.5,1,189.62,688.9,204,0,7,11,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,30,40,71,55,37,30,2,37,1,0,2,0,600,19,21.46875,21.685,27100,0,0,31335,28.1875,65024,0,20,0,36,0,0,0,0,0,0,0,1,28,686,235,562.125,0,0,69.65,4.08,2.045,33,29.376,43,1.92,7.6,2993,0,0,0,0,3070,10720,686.75,-3,67.88,0,21.2,10670,687.25,-3,68.31,0,21.4,10670,687.75,-3,68.05,0,21.3,10820,684.5,-3,68.49,0,21.3,10694,687,-3,68.45,0,21,10690,687.25,-3,68.13,3070,21.4,8810,675.75,0,58.2,0,21.5,10744,687.5,-3,68.23,0,21.4,10742,687.25,-3,68.51,0,21.3,10796,687.25,-3,68.39,0,21,10770,687.25,-3,68.26,0,21,10746,687.25,-3.5,68.35,0,22.4,32,0,0,255,655350,19,0,1,0,5.398092,308.25,-943.25,68.3,0,21.5,1,-33.38,685.65,188,5.76725,15,1,0,0,0,0,0,0
0,0,0,1613,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,37,30,0,37,129,0,2,0,8128,129,24.46875,76.16,26100,0,0,30600,41.65625,0,0,-50,0,23,0,0,0,0,0,0,0,1,0,728,0,-0.375,0,0,45,1.31,1.325,44,29.371,24,0,0,0,0,0,1,0,3314,15542,727.5,0,93.43,0,26.8,15642,727.25,0,93.38,0,26.6,15456,727.5,0,93.32,0,26.7,15576,727.75,0,93.41,0,26.6,4604,652.25,0,33.86,0,26.5,15564,728.25,0,93.35,0,26.6,15532,727,0,93.38,0,26.9,15348,727.25,0,93.35,0,26.5,15600,727.75,0,93.35,0,26.6,15570,727.25,0,93.38,0,26.9,15494,727.75,0,93.37,0,26.8,15456,727.75,0,93.36,0,26.8,0,0,0,255,655350,129,0,129,0,0,32.9,-968.8,93.4,0,26.5,1,0.12,720.8,187,0,7,12,0,0,0,0,0,0
